Member ID,Email Address,Website,Newsletter,Tasting,Call,Visits,Customer_Segment,Wealth Range Estimate,Status,Date
201601885,keiw11@live.com,138.73,0,688.01,0,4,Casual Visitor,$400-800k,Continuing,10/17/19 9:43
201603280,epal99@verizon.net,0,0,460.69,0,3,Casual Visitor,$200-400k,Continuing,10/17/19 11:28
201601261,jcaldwell@aol.com,507.5,404.76,3314.53,374.68,9,High Roller,$1200-1800k,Continuing,10/17/19 12:12
201601768,vargasj@verizon.net,0,63.91,109.98,0,4,Casual Visitor,$400-800k,Continuing,10/17/19 16:37
201602793,coleman1@yahoo.com,0,0,169.25,0,1,Casual Visitor,$100-200k,Continuing,10/17/19 18:46
201601465,tfernandez@att.net,0,325.85,0,0,0,Luxury Estate,$800-1200k,Continuing,10/17/19 19:50
201500661,hreyes8@googlemail.com,0,33.95,574.76,0,4,Casual Visitor,$400-800k,Continuing,10/17/19 20:51
201602579,rall90@google.com,0,0,70.26,0,1,Casual Visitor,$100-200k,Continuing,10/17/19 23:04
201600375,galloways@gmx.com,0,0,143.61,0,2,Casual Visitor,$200-400k,Continuing,10/17/19 23:08
201600127,payne9@yahoo.com,111.46,0,239.22,0,4,Casual Visitor,$400-800k,Continuing,10/17/19 23:12
201602434,kgonzales@live.com,205.25,616.63,152.14,196.82,2,Luxury Estate,$400-800k,Continuing,10/17/19 23:29
201501862,farmstrong9@yahoo.com,0,0,362.34,0,2,Casual Visitor,$100-200k,Continuing,10/18/19 1:11
201502005,rgon68@juno.com,0,45.8,354.1,0,3,Casual Visitor,$200-400k,Continuing,10/18/19 3:28
201600792,l.byrd@bellsouth.net,0,0,277.46,0,2,Casual Visitor,$200-400k,Continuing,10/18/19 9:28
201600347,richardsn@msn.com,0,0,513.44,0,3,Casual Visitor,$200-400k,Continuing,10/18/19 11:34
201600404,a.johnson@hotmail.com,0,68.5,476.43,0,4,Casual Visitor,$400-800k,Continuing,10/18/19 11:39
201600569,marw78@mac.com,0,221.34,0,0,0,Luxury Estate,$800-1200k,Continuing,10/18/19 15:28
201602700,abar66@me.com,0,752.81,0,0,0,Luxury Estate,$800-1200k,Continuing,10/18/19 15:44
201501293,jfle22@juno.com,0,0,44.88,0,1,Casual Visitor,Below $100k,Continuing,10/18/19 15:57
201501798,jordanj@cox.net,127.25,1026.37,106.82,141.94,1,Luxury Estate,$400-800k,Continuing,10/18/19 16:05
201400212,valenzuela5@mac.com,0,0,66.35,0,1,Casual Visitor,$100-200k,Continuing,10/18/19 16:38
201602467,ejoh31@live.com,0,103.35,551.78,0,3,Casual Visitor,$400-800k,Continuing,10/18/19 16:55
201603238,dsanchez6@me.com,0,0,332.39,0,2,Casual Visitor,$100-200k,Continuing,10/18/19 17:13
201602690,t.smith@comcast.net,57.48,84.62,694.68,0,4,Casual Visitor,$400-800k,Continuing,10/18/19 18:01
201601430,hendersons@googlemail.com,0,0,0,487.62,0,High Roller,$400-800k,Continuing,10/18/19 18:26
201500264,hthomas5@aol.com,0,93.78,0,0,0,Luxury Estate,$400-800k,Continuing,10/18/19 18:29
201603336,fras66@charter.net,325,0,94.65,0,1,Wine Enthusiast,$200-400k,Continuing,10/18/19 19:36
201603319,mrubio4@juno.com,0,0,397.21,0,3,Casual Visitor,$200-400k,Continuing,10/18/19 19:54
201601039,reedm@yahoo.com,0,0,325.4,0,2,Casual Visitor,$200-400k,Continuing,10/19/19 2:42
201602949,p.oneal@aol.com,0,0,199.66,0,1,Casual Visitor,Below $100k,Continuing,10/19/19 3:20
201501555,kknapp1@hotmail.com,0,0,112.27,0,2,Casual Visitor,$100-200k,Continuing,10/19/19 3:27
201400369,armstrongd@charter.net,0,0,217.6,0,3,Casual Visitor,$200-400k,Continuing,10/19/19 7:45
201601048,tram46@sbcglobal.net,0,0,57.25,0,1,Casual Visitor,$100-200k,Continuing,10/19/19 8:07
201501850,a.schmidt@sbcglobal.net,0,0,196.63,0,1,Casual Visitor,Below $100k,Continuing,10/19/19 8:40
201602016,mbarker1@verizon.net,85.89,0,43.15,0,4,Casual Visitor,$400-800k,Continuing,10/19/19 8:54
201604153,ggoo96@verizon.net,0,393.87,0,0,0,Luxury Estate,$400-800k,Continuing,10/19/19 10:00
201603647,walkerj@verizon.net,0,256.75,0,0,0,Luxury Estate,$400-800k,Continuing,10/19/19 10:06
201603630,yvoa80@cox.net,0,0,49.31,0,1,Casual Visitor,Below $100k,Continuing,10/19/19 14:45
201500261,mtaylor@att.net,0,36.61,0,0,0,Luxury Estate,$800-1200k,Continuing,10/19/19 15:32
201602402,clarkg@mail.com,85.42,494.72,287.13,344.63,2,Luxury Estate,$400-800k,Continuing,10/19/19 15:37
201502318,norl65@facebook.com,0,0,252.83,0,3,Casual Visitor,$200-400k,Continuing,10/19/19 18:43
201600915,white9@comcast.net,0,327.52,0,0,0,Luxury Estate,$800-1200k,Continuing,10/19/19 19:11
201502479,mperez@hotmail.com,0,0,58.55,0,2,Casual Visitor,$200-400k,Continuing,10/19/19 19:49
201501602,sboyd8@msn.com,0,0,0,376.35,0,High Roller,$400-800k,Continuing,10/19/19 20:18
201600151,mnunez6@googlemail.com,0,0,0,376.9,0,High Roller,$200-400k,Continuing,10/19/19 21:24
201600774,wrightj@google.com,254.37,0,0,0,0,Wine Enthusiast,$100-200k,Continuing,10/19/19 22:13
201600188,bschmidt@facebook.com,0,0,61.82,0,2,Casual Visitor,$100-200k,Continuing,10/19/19 22:22
201500806,c.wilkinson@gmail.com,0,0,41.2,0,1,Wine Enthusiast,$100-200k,Continuing,10/20/19 0:08
201602721,jmay73@cox.net,0,0,279.37,0,3,Casual Visitor,$200-400k,Continuing,10/20/19 2:07
201603215,guerra1@google.com,0,0,74.39,0,1,Casual Visitor,$100-200k,Continuing,10/20/19 2:09
201502311,dhayden@bellsouth.net,0,0,353.32,0,2,Casual Visitor,$100-200k,Continuing,10/20/19 2:36
201602494,whitney2@bellsouth.net,0,0,429.41,0,3,Casual Visitor,$200-400k,Continuing,10/20/19 3:44
201600141,colemans@mac.com,0,0,59.61,0,1,Casual Visitor,$100-200k,Continuing,10/20/19 5:01
201602637,j.cobb@aol.com,0,0,721.02,0,4,Casual Visitor,$400-800k,Continuing,10/20/19 7:03
201601200,rfitzpatrick@msn.com,0,0,24,0,1,Casual Visitor,Below $100k,Continuing,10/20/19 7:45
201501801,bacosta7@bellsouth.net,20.68,27.94,465.9,0,4,Casual Visitor,$400-800k,Continuing,10/20/19 10:12
201602394,bcarrillo@yahoo.com,33.06,78.26,700.74,0,4,Casual Visitor,$400-800k,Continuing,10/20/19 11:09
201501561,thompson1@live.com,0,0,38.84,0,1,Casual Visitor,$100-200k,Continuing,10/20/19 12:02
201600741,jacobsj@mac.com,0,65.18,149.6,0,3,Casual Visitor,$200-400k,Continuing,10/20/19 12:56
201400120,dmarshall@mail.com,0,179.79,0,0,0,Luxury Estate,$800-1200k,Continuing,10/20/19 14:03
201501829,pthompson1@yahoo.com,105.7,77.61,126.66,0,3,Casual Visitor,$400-800k,Continuing,10/20/19 14:59
201604122,e.mitchell@mac.com,0,0,186.09,0,2,Casual Visitor,$200-400k,Continuing,10/20/19 15:10
201600353,yang1@mac.com,178.75,0,128.52,0,1,Wine Enthusiast,$100-200k,Continuing,10/20/19 16:59
201400220,ljohnston@cox.net,0,0,93.06,0,2,Casual Visitor,$100-200k,Continuing,10/20/19 20:02
201601320,rporter@me.com,0,120.79,319.89,0,4,Casual Visitor,$400-800k,Continuing,10/20/19 20:05
201602836,mbarnes7@gmail.com,0,0,125.85,0,1,Casual Visitor,Below $100k,Continuing,10/20/19 22:07
201501857,mico92@me.com,0,0,24,0,1,Casual Visitor,$100-200k,Continuing,10/21/19 2:54
201502136,normanj@facebook.com,0,0,214.59,0,2,Casual Visitor,$200-400k,Continuing,10/21/19 3:17
201501090,allen4@me.com,0,0,436.38,0,3,Casual Visitor,$200-400k,Continuing,10/21/19 4:21
201601272,cain7@live.com,164.76,0,203.76,0,1,Wine Enthusiast,$200-400k,Continuing,10/21/19 5:29
201600633,asin64@earthlink.net,0,0,172.96,0,2,Casual Visitor,$200-400k,Continuing,10/21/19 7:29
201601778,l.reyes@juno.com,0,201.28,0,0,0,Luxury Estate,$800-1200k,Continuing,10/21/19 8:19
201400437,hall5@gmx.com,0,0,153.85,0,2,Casual Visitor,$100-200k,Continuing,10/21/19 8:40
201603809,djon66@hotmail.com,0,0,60.27,0,3,Casual Visitor,$200-400k,Continuing,10/21/19 8:45
201500975,walker7@comcast.net,0,0,312.26,0,2,Casual Visitor,$200-400k,Continuing,10/21/19 8:50
201603459,russelle@aol.com,0,0,150.96,0,2,Casual Visitor,$200-400k,Continuing,10/21/19 10:28
201603525,torresr@live.com,347.19,425.13,491.34,762.73,3,High Roller,$400-800k,Continuing,10/21/19 14:54
201502244,pnash@msn.com,0,0,179.81,0,3,Casual Visitor,$200-400k,Continuing,10/21/19 16:33
201400458,jchavez@cox.net,0,0,63.07,0,3,Casual Visitor,$200-400k,Continuing,10/21/19 16:36
201603382,doughertyw@aol.com,0,157.55,0,0,0,Luxury Estate,$800-1200k,Continuing,10/21/19 18:09
201500310,micp30@verizon.net,71.14,272.9,115.68,226.42,1,Luxury Estate,$400-800k,Continuing,10/21/19 18:37
201602691,brownc@sbcglobal.net,0,288.96,0,0,0,Luxury Estate,$400-800k,Continuing,10/21/19 18:57
201602266,salazar6@sbcglobal.net,0,0,189.04,0,3,Casual Visitor,$200-400k,Continuing,10/21/19 20:11
201600505,pray60@gmx.com,0,0,341.66,0,1,Wine Enthusiast,$100-200k,Continuing,10/21/19 21:07
201601446,cjohnson6@sbcglobal.net,0,0,0,648.09,0,High Roller,$400-800k,Continuing,10/21/19 21:10
201603726,b.murphy@cox.net,0,51.94,0,0,0,Luxury Estate,$400-800k,Continuing,10/21/19 22:10
201602216,miller5@yahoo.com,0,0,68.47,0,3,Casual Visitor,$200-400k,Continuing,10/21/19 23:38
201501511,johnson3@mail.com,0,0,309.68,0,1,Wine Enthusiast,$200-400k,Continuing,10/22/19 1:15
201603878,kclark5@juno.com,0,84.86,744.78,0,4,Casual Visitor,$400-800k,Continuing,10/22/19 4:31
201603533,p.jones@sbcglobal.net,0,0,147.11,0,1,Casual Visitor,$100-200k,Continuing,10/22/19 4:55
201600599,pvasquez5@hotmail.com,0,300.46,0,0,0,Luxury Estate,$400-800k,Continuing,10/22/19 4:58
201602114,grant6@msn.com,0,0,110.13,0,2,Casual Visitor,$200-400k,Continuing,10/22/19 5:20
201600810,pittsl@cox.net,0,0,404.16,0,4,Casual Visitor,$400-800k,Continuing,10/22/19 5:34
201604110,e.newton@gmail.com,0,0,112.64,0,1,Casual Visitor,Below $100k,Continuing,10/22/19 5:55
201501800,mdominguez9@cox.net,0,0,151.39,0,1,Casual Visitor,Below $100k,Continuing,10/22/19 6:51
201502361,trandolph@google.com,0,0,178.44,0,1,Casual Visitor,$100-200k,Continuing,10/22/19 9:43
201603431,wardp@sbcglobal.net,0,0,309.33,0,1,Wine Enthusiast,$100-200k,Continuing,10/22/19 10:30
201501702,morh96@verizon.net,0,0,94.38,0,1,Casual Visitor,$100-200k,Continuing,10/22/19 12:32
201500599,d.malone@gmx.com,0,0,212.46,0,1,Casual Visitor,$100-200k,Continuing,10/22/19 12:34
201602950,whoward@mac.com,0,0,226.67,0,2,Casual Visitor,$200-400k,Continuing,10/22/19 13:52
201400788,chawkins1@att.net,0,164.75,0,0,0,Luxury Estate,$800-1200k,Continuing,10/22/19 14:20
201400837,triv12@mac.com,0,0,108.76,0,1,Casual Visitor,Below $100k,Continuing,10/22/19 15:25
201604143,marw9@bellsouth.net,0,0,120.66,0,2,Casual Visitor,$200-400k,Continuing,10/22/19 15:28
201500377,laud33@google.com,90.29,85.87,153.43,0,4,Casual Visitor,$400-800k,Continuing,10/22/19 16:35
201500485,keith4@mail.com,0,0,524.09,0,3,Casual Visitor,$400-800k,Continuing,10/22/19 18:03
201400861,v.kane@juno.com,0,0,338.73,0,2,Casual Visitor,$200-400k,Continuing,10/22/19 18:13
201501897,hobrien@yahoo.com,145.57,0,131.75,0,1,Wine Enthusiast,$200-400k,Continuing,10/22/19 19:28
201400126,bbenton@verizon.net,0,0,128.09,0,1,Casual Visitor,Below $100k,Continuing,10/22/19 20:24
201600785,p.brown@sbcglobal.net,0,0,0,688.22,0,High Roller,$400-800k,Continuing,10/22/19 23:55
201600868,jgal50@mail.com,0,0,59.93,0,1,Casual Visitor,Below $100k,Continuing,10/23/19 0:35
201400968,gfor19@mail.com,0,0,0,409.14,0,High Roller,$400-800k,Continuing,10/23/19 4:29
201500915,fishers@msn.com,0,0,175.31,0,3,Casual Visitor,$200-400k,Continuing,10/23/19 4:29
201500856,amae9@gmail.com,0,0,58.01,0,2,Casual Visitor,$200-400k,Continuing,10/23/19 5:42
201603740,jordanc@googlemail.com,0,0,52.38,0,3,Casual Visitor,$200-400k,Continuing,10/23/19 5:50
201500408,dorseyj@juno.com,0,0,0,437.71,0,High Roller,$400-800k,Continuing,10/23/19 7:55
201400159,jben72@mac.com,0,0,414.21,0,4,Casual Visitor,$400-800k,Continuing,10/23/19 8:49
201601786,mejiar@mail.com,0,60.65,0,0,0,Luxury Estate,$800-1200k,Continuing,10/23/19 9:52
201602331,ppet66@gmx.com,0,139.96,0,0,0,Luxury Estate,$800-1200k,Continuing,10/23/19 10:00
201501417,a.pace@charter.net,0,0,542.36,0,3,Casual Visitor,$400-800k,Continuing,10/23/19 10:12
201400358,mdavis2@google.com,0,0,25.1,0,1,Casual Visitor,Below $100k,Continuing,10/23/19 11:04
201601757,g.sanchez@comcast.net,0,44.54,0,0,0,Luxury Estate,$800-1200k,Continuing,10/23/19 11:15
201601035,alowe@verizon.net,193.37,886.52,75.86,234.06,1,Luxury Estate,Above $1800k,Continuing,10/23/19 12:26
201500709,foxk@att.net,0,0,24,0,1,Casual Visitor,$100-200k,Continuing,10/23/19 15:27
201600129,nelson6@comcast.net,0,0,77.44,0,2,Casual Visitor,$100-200k,Continuing,10/23/19 18:08
201502394,hutchinsonv@att.net,0,73.77,0,0,0,Luxury Estate,$400-800k,Continuing,10/23/19 19:50
201501499,patl21@hotmail.com,0,0,159.15,0,2,Casual Visitor,$200-400k,Continuing,10/23/19 20:48
201501168,pgriffin@sbcglobal.net,0,0,0,296.01,0,High Roller,$400-800k,Continuing,10/23/19 21:43
201600008,eugc21@juno.com,0,0,375.9,0,3,Casual Visitor,$200-400k,Continuing,10/23/19 21:50
201601802,wyoung3@google.com,0,566.68,0,0,0,Luxury Estate,$800-1200k,Continuing,10/23/19 23:01
201501830,robq94@google.com,0,0,170.7,0,2,Casual Visitor,$200-400k,Continuing,10/24/19 0:09
201501019,kdav82@comcast.net,0,0,92.3,0,1,Casual Visitor,Below $100k,Continuing,10/24/19 0:52
201602872,noblea@bellsouth.net,0,0,717.82,0,4,Casual Visitor,$200-400k,Continuing,10/24/19 2:17
201603999,jonesj@google.com,0,539.68,0,0,0,Luxury Estate,$800-1200k,Continuing,10/24/19 4:52
201601788,iherrera@mac.com,0,0,86.18,0,2,Casual Visitor,$100-200k,Continuing,10/24/19 5:13
201602144,jwatson@mail.com,155.07,119.94,187.82,80.75,2,Luxury Estate,$1200-1800k,Continuing,10/24/19 8:28
201600676,bsan93@bellsouth.net,0,0,58.45,0,1,Wine Enthusiast,$100-200k,Continuing,10/24/19 10:16
201602427,howardl@hotmail.com,71.98,94.14,593.95,0,4,Casual Visitor,$400-800k,Continuing,10/24/19 10:27
201601630,rgregory@facebook.com,0,0,351.62,0,4,Casual Visitor,$400-800k,Continuing,10/24/19 11:43
201601664,karb55@aol.com,0,0,302.04,0,2,Casual Visitor,$200-400k,Continuing,10/24/19 11:43
201602994,dkane8@sbcglobal.net,0,0,269.57,0,3,Casual Visitor,$200-400k,Continuing,10/24/19 11:52
201602091,bilm73@comcast.net,156.29,0,44.71,0,1,Wine Enthusiast,$200-400k,Continuing,10/24/19 14:03
201604168,sgue76@google.com,0,213.42,0,0,0,Luxury Estate,$800-1200k,Continuing,10/24/19 14:13
201500528,e.chandler@att.net,0,0,300.43,0,3,Casual Visitor,$200-400k,Continuing,10/24/19 14:46
201500088,jacksonj@cox.net,0,0,170.05,0,1,Casual Visitor,$100-200k,Continuing,10/24/19 15:33
201601017,gshields@mac.com,0,0,24,0,1,Casual Visitor,Below $100k,Continuing,10/24/19 16:03
201501252,diaw89@google.com,0,0,203.62,0,2,Casual Visitor,$200-400k,Continuing,10/24/19 17:16
201501833,kcarter@aol.com,1885.77,148.43,2170.58,233.93,9,Wine Enthusiast,Above $1800k,Continuing,10/24/19 18:13
201400395,nguyen1@live.com,0,0,94.38,0,2,Casual Visitor,$200-400k,Continuing,10/24/19 19:20
201502295,cbennett7@aol.com,88.04,52.5,74.9,0,4,Casual Visitor,$400-800k,Continuing,10/24/19 21:19
201500946,m.wilson@mac.com,0,0,241.19,0,4,Casual Visitor,$200-400k,Continuing,10/24/19 21:19
201502045,grimesk@google.com,0,0,155.61,0,1,Casual Visitor,$100-200k,Continuing,10/24/19 22:24
201400468,harris7@comcast.net,0,0,60.56,0,1,Casual Visitor,$100-200k,Continuing,10/24/19 23:25
201600943,e.brady@sbcglobal.net,0,0,145.37,0,3,Casual Visitor,$200-400k,Continuing,10/24/19 23:26
201600701,m.meza@me.com,0,197.63,0,0,0,Luxury Estate,$1200-1800k,Continuing,10/25/19 0:02
201600604,campbelll@verizon.net,0,118.69,0,0,0,Luxury Estate,$400-800k,Continuing,10/25/19 1:24
201600738,r.hughes@comcast.net,0,0,73.15,0,2,Casual Visitor,$200-400k,Continuing,10/25/19 1:40
201501817,sbai93@msn.com,0,0,215.71,0,3,Casual Visitor,$200-400k,Continuing,10/25/19 3:07
201400066,rhenry@earthlink.net,0,0,56.33,0,2,Casual Visitor,$100-200k,Continuing,10/25/19 4:58
201500337,a.salazar@charter.net,0,0,419.93,0,3,Casual Visitor,$200-400k,Continuing,10/25/19 5:14
201601338,lee5@msn.com,0,359.93,0,0,0,Luxury Estate,$800-1200k,Continuing,10/25/19 5:49
201502561,rgrant1@earthlink.net,0,0,92.52,0,1,Wine Enthusiast,$100-200k,Continuing,10/25/19 5:57
