Member ID,Email Address,Website,Newsletter,Tasting,Call,Visits,Customer_Segment,Wealth Range Estimate,Status,Date
201600550,garcher6@charter.net,0,94.98,0,0,0,Luxury Estate,$800-1200k,Continuing,1/1/20 22:31
201501305,jmor5@gmail.com,0,25.83,215.16,0,3,Casual Visitor,$200-400k,Continuing,1/1/20 22:56
201601581,rmcl9@googlemail.com,0,0,542.48,0,3,Casual Visitor,$200-400k,Continuing,1/2/20 1:37
201400754,jclarke1@earthlink.net,0,0,325.05,0,3,Casual Visitor,$200-400k,Continuing,1/2/20 1:58
201602965,acas51@me.com,0,0,437.98,0,3,Casual Visitor,$200-400k,Continuing,1/2/20 7:27
201600591,bgra16@charter.net,0,0,168.15,0,2,Casual Visitor,$100-200k,Continuing,1/2/20 7:29
201603653,frazier3@msn.com,0,26.05,607.92,0,4,Casual Visitor,$400-800k,Continuing,1/2/20 8:33
201502117,gallison@verizon.net,0,0,213.16,0,1,Casual Visitor,$100-200k,Continuing,1/2/20 11:03
201600058,shaffer3@cox.net,0,0,83.26,0,2,Casual Visitor,$200-400k,Continuing,1/2/20 12:05
201400710,jscott6@juno.com,0,0,172.5,0,2,Casual Visitor,$200-400k,Continuing,1/2/20 13:46
201501036,jroberts@msn.com,483.26,33.97,0,0,0,Wine Enthusiast,$200-400k,Continuing,1/2/20 17:10
201502302,hopkinsr@verizon.net,0,36.67,51.82,0,4,Casual Visitor,$400-800k,Continuing,1/2/20 17:24
201400293,p.quinn@comcast.net,0,0,226,0,2,Casual Visitor,$200-400k,Continuing,1/2/20 18:05
201603787,diazc@msn.com,0,0,137.1,0,2,Casual Visitor,$200-400k,Continuing,1/2/20 18:21
201400520,mwatson3@facebook.com,0,0,432.43,0,3,Casual Visitor,$200-400k,Continuing,1/2/20 18:38
201601010,oliverl@att.net,0,317.01,0,0,0,Luxury Estate,$400-800k,Continuing,1/2/20 18:53
201600482,m.green@earthlink.net,0,0,0,264.38,0,High Roller,$400-800k,Continuing,1/2/20 19:34
201400450,tpena5@aol.com,0,0,463.67,0,4,Casual Visitor,$400-800k,Continuing,1/2/20 20:07
201500218,bmitchell7@aol.com,0,0,134.18,0,1,Casual Visitor,$100-200k,Continuing,1/2/20 20:21
201501650,beaa86@earthlink.net,0,343.27,0,0,0,Luxury Estate,$800-1200k,Continuing,1/2/20 22:53
201600479,mhoffman2@googlemail.com,0,0,380.8,0,3,Casual Visitor,$200-400k,Continuing,1/2/20 22:53
201400189,richardsonk@msn.com,0,0,221.27,0,3,Casual Visitor,$200-400k,Continuing,1/2/20 23:13
201400447,halel@google.com,0,0,64.92,0,1,Casual Visitor,$100-200k,Continuing,1/3/20 1:13
201400216,dono59@cox.net,0,0,217.49,0,2,Casual Visitor,$100-200k,Continuing,1/3/20 1:56
201600851,d.white@verizon.net,0,129.25,0,0,0,Luxury Estate,$400-800k,Continuing,1/3/20 3:12
201602901,cmoore@hotmail.com,0,546.55,0,0,0,Luxury Estate,$800-1200k,Continuing,1/3/20 3:44
201602831,m.baker@bellsouth.net,0,0,302.72,0,2,Casual Visitor,$200-400k,Continuing,1/3/20 3:55
201600756,cmoore9@cox.net,0,0,440.74,0,4,Casual Visitor,$400-800k,Continuing,1/3/20 4:28
201501291,jcoo46@facebook.com,0,64.37,131.42,0,3,Casual Visitor,$400-800k,Continuing,1/3/20 4:58
201603360,wchoi@earthlink.net,0,0,111.75,0,3,Casual Visitor,$200-400k,Continuing,1/3/20 5:06
201502245,evah9@googlemail.com,0,0,319.95,0,2,Casual Visitor,$200-400k,Continuing,1/3/20 6:22
201600641,a.snyder@google.com,0,254.86,0,0,0,Luxury Estate,$800-1200k,Continuing,1/3/20 6:22
201600496,lsch5@bellsouth.net,0,94.97,182.58,0,3,Casual Visitor,$400-800k,Continuing,1/3/20 6:37
201501121,alowe@googlemail.com,0,0,98.04,0,3,Casual Visitor,$200-400k,Continuing,1/3/20 6:55
201502429,norrish@bellsouth.net,96.99,721.49,131.63,210.37,1,Luxury Estate,Above $1800k,Continuing,1/3/20 7:56
201500898,iwatts9@verizon.net,0,0,45.65,0,3,Casual Visitor,$200-400k,Continuing,1/3/20 11:35
201600736,d.collins@msn.com,0,204.83,0,0,0,Luxury Estate,$800-1200k,Continuing,1/3/20 12:21
201400381,cunninghamf@me.com,0,368.88,0,0,0,Luxury Estate,$400-800k,Continuing,1/3/20 13:10
201600715,dhamilton2@live.com,0,260.85,0,0,0,Luxury Estate,$400-800k,Continuing,1/3/20 14:33
201400124,e.griffin@gmail.com,0,0,306.29,0,2,Casual Visitor,$100-200k,Continuing,1/3/20 17:49
201502442,bpalmer7@aol.com,0,0,212.23,0,1,Casual Visitor,$100-200k,Continuing,1/3/20 19:10
201601944,gtor44@juno.com,0,0,158.62,0,3,Casual Visitor,$200-400k,Continuing,1/3/20 21:02
201601835,cnichols6@verizon.net,0,169.38,0,0,0,Luxury Estate,$800-1200k,Continuing,1/3/20 21:09
201500140,amorris6@me.com,370.36,233.23,889.65,94.31,4,Wine Enthusiast,$800-1200k,Continuing,1/3/20 21:26
201603084,asny32@me.com,0,313.81,0,0,0,Luxury Estate,$400-800k,Continuing,1/4/20 4:04
201502418,ahernandez@gmail.com,0,0,118.69,0,1,Casual Visitor,Below $100k,Continuing,1/4/20 4:53
201602852,arodriguez1@me.com,186.47,76.07,156.83,0,1,Wine Enthusiast,$200-400k,Continuing,1/4/20 4:57
201500790,i.villanueva@juno.com,0,0,205.07,0,3,Casual Visitor,$200-400k,Continuing,1/4/20 6:27
201501962,bres48@live.com,0,57.69,679.37,0,4,Casual Visitor,$400-800k,Continuing,1/4/20 6:47
201501187,j.sexton@sbcglobal.net,0,0,218.54,0,2,Casual Visitor,$200-400k,Continuing,1/4/20 11:15
201602092,k.rice@mac.com,156.71,0,0,0,0,Wine Enthusiast,$200-400k,Continuing,1/4/20 11:39
201502067,carsonj@google.com,0,0,272.22,0,2,Casual Visitor,$200-400k,Continuing,1/4/20 12:15
201500715,m.bishop@hotmail.com,0,0,58.99,0,1,Wine Enthusiast,$100-200k,Continuing,1/4/20 12:28
201400232,snyder2@bellsouth.net,0,0,108.95,0,1,Casual Visitor,$100-200k,Continuing,1/4/20 13:07
201500744,jjohnson2@charter.net,0,0,452.84,0,3,Casual Visitor,$200-400k,Continuing,1/4/20 13:42
201500548,whites@live.com,0,0,497.53,0,3,Casual Visitor,$200-400k,Continuing,1/4/20 14:59
201400129,p.strong@charter.net,0,0,444.72,0,4,Casual Visitor,$200-400k,Continuing,1/4/20 15:10
201601187,browne@yahoo.com,0,0,129.77,0,1,Casual Visitor,Below $100k,Continuing,1/4/20 15:29
201603272,pthompson9@google.com,0,0,209.68,0,1,Casual Visitor,Below $100k,Continuing,1/4/20 15:50
201603648,gcom16@comcast.net,0,0,142.01,0,2,Casual Visitor,$100-200k,Continuing,1/4/20 17:17
201602087,thomasm@googlemail.com,0,0,120.44,0,2,Casual Visitor,$100-200k,Continuing,1/4/20 18:15
201601128,bevh9@hotmail.com,0,0,85.25,0,2,Casual Visitor,$200-400k,Continuing,1/4/20 18:38
201603707,ashl44@googlemail.com,0,46.46,440.7,0,3,Casual Visitor,$400-800k,Continuing,1/4/20 19:02
201601837,cark1@juno.com,0,0,214.36,0,2,Casual Visitor,$200-400k,Continuing,1/4/20 20:53
201603466,rlopez@aol.com,0,272,0,0,0,Luxury Estate,$400-800k,Continuing,1/4/20 22:19
201601537,ncur17@bellsouth.net,604.91,660.93,4991.29,1049.08,10,High Roller,$1200-1800k,Continuing,1/4/20 23:55
201400721,smith8@charter.net,0,56.69,0,0,0,Luxury Estate,$400-800k,Continuing,1/5/20 3:44
201500066,callahanj@facebook.com,0,0,24.74,0,3,Casual Visitor,$200-400k,Continuing,1/5/20 4:06
201603699,bishop2@google.com,0,0,88.99,0,2,Casual Visitor,$200-400k,Continuing,1/5/20 5:40
201603599,gonzales9@yahoo.com,0,43.25,674.26,0,4,Casual Visitor,$400-800k,Continuing,1/5/20 10:10
201602980,stanleyj@me.com,0,28.61,523.84,0,4,Casual Visitor,$400-800k,Continuing,1/5/20 10:30
201601684,kingc@gmail.com,0,0,0,659.38,0,High Roller,$400-800k,Continuing,1/5/20 11:19
201500561,halexander4@gmail.com,0,0,102.34,0,2,Casual Visitor,$200-400k,Continuing,1/5/20 14:46
201603438,gilbertw@me.com,0,0,302.74,0,3,Casual Visitor,$200-400k,Continuing,1/5/20 16:45
201501049,mgonzalez@mac.com,70.18,40.04,736.83,0,4,Casual Visitor,$400-800k,Continuing,1/5/20 16:52
201602758,fnor75@googlemail.com,40.71,85.79,492.78,0,4,Casual Visitor,$400-800k,Continuing,1/5/20 17:08
201603759,mswanson6@facebook.com,0,0,304.81,0,3,Casual Visitor,$200-400k,Continuing,1/5/20 18:22
201603012,mayd@google.com,590.09,1053.74,194.85,342.6,2,Luxury Estate,$400-800k,Continuing,1/5/20 19:10
201601775,carrillo6@earthlink.net,0,0,120.98,0,2,Casual Visitor,$200-400k,Continuing,1/5/20 19:21
201501606,j.klein@googlemail.com,0,143.69,0,0,0,Luxury Estate,$400-800k,Continuing,1/5/20 22:29
201603037,day4@juno.com,0,0,350.2,0,2,Casual Visitor,$200-400k,Continuing,1/5/20 22:38
201501869,rharrison6@mac.com,0,0,101.67,0,1,Casual Visitor,Below $100k,Continuing,1/6/20 0:39
201602953,kims9@msn.com,0,0,330.96,0,3,Casual Visitor,$200-400k,Continuing,1/6/20 6:43
201601506,kelb76@comcast.net,0,0,196.39,0,2,Casual Visitor,$200-400k,Continuing,1/6/20 7:08
201603171,epierce@comcast.net,0,0,46.24,0,1,Casual Visitor,Below $100k,Continuing,1/6/20 8:50
201400096,jmccullough5@att.net,0,0,82.61,0,1,Casual Visitor,$100-200k,Continuing,1/6/20 9:16
201601240,btay18@juno.com,0,0,227.3,0,2,Casual Visitor,$200-400k,Continuing,1/6/20 10:32
201600812,ghal31@gmx.com,0,0,285.86,0,3,Casual Visitor,$400-800k,Continuing,1/6/20 12:29
201500409,k.reid@att.net,1970.58,317.64,5144.12,107.92,10,High Roller,$400-800k,Continuing,1/6/20 14:17
201501253,gambleb@sbcglobal.net,4,0,109.2,0,4,Casual Visitor,$400-800k,Continuing,1/6/20 15:24
201400816,rodriguez4@google.com,0,0,254.48,0,2,Casual Visitor,$100-200k,Continuing,1/6/20 16:18
201600940,b.hall@yahoo.com,0,0,73,0,1,Casual Visitor,$100-200k,Continuing,1/6/20 16:19
201600061,jong52@bellsouth.net,0,0,493.52,0,3,Casual Visitor,$200-400k,Continuing,1/6/20 22:06
201603128,tthompson2@juno.com,180.7,0,132.34,0,1,Wine Enthusiast,$100-200k,Continuing,1/6/20 22:46
201600330,peterson2@googlemail.com,0,0,0,366.01,0,High Roller,$400-800k,Continuing,1/6/20 23:34
201602702,rcooper4@juno.com,0,0,217.26,0,2,Casual Visitor,$200-400k,Continuing,1/7/20 2:57
201400613,arroyo7@earthlink.net,0,0,340.78,0,2,Casual Visitor,$200-400k,Continuing,1/7/20 3:07
201500837,cjoh97@googlemail.com,0,0,212.18,0,1,Casual Visitor,$100-200k,Continuing,1/7/20 5:54
201502310,wlee@mac.com,0,0,65.64,0,2,Casual Visitor,$200-400k,Continuing,1/7/20 7:06
201600833,jjohnson3@gmail.com,117.9,45.29,53.73,0,4,Casual Visitor,$400-800k,Continuing,1/7/20 7:47
201600316,i.herrera@comcast.net,0,266.71,0,0,0,Luxury Estate,$400-800k,Continuing,1/7/20 8:44
201600620,rpark@sbcglobal.net,0,0,0,244.57,0,High Roller,$400-800k,Continuing,1/7/20 11:01
201602217,mmurphy@hotmail.com,0,0,183.96,0,1,Casual Visitor,Below $100k,Continuing,1/7/20 13:04
201500580,mfuller3@live.com,0,0,167.45,0,2,Casual Visitor,$200-400k,Continuing,1/7/20 13:15
201603408,hogana@comcast.net,0,0,512.95,0,4,Casual Visitor,$200-400k,Continuing,1/7/20 16:08
201603720,dwallace@gmx.com,0,464.71,0,0,0,Luxury Estate,$800-1200k,Continuing,1/7/20 17:13
201400549,parker2@hotmail.com,0,0,159.01,0,3,Casual Visitor,$200-400k,Continuing,1/7/20 19:09
201500770,m.estrada@sbcglobal.net,0,82.25,160.81,0,4,Casual Visitor,$400-800k,Continuing,1/8/20 1:50
201603545,d.smith@mac.com,0,0,318.06,0,4,Casual Visitor,$400-800k,Continuing,1/8/20 2:30
201601452,apeters3@charter.net,0,0,274.26,0,2,Casual Visitor,$100-200k,Continuing,1/8/20 3:46
201603661,melr3@gmail.com,0,42.44,0,0,0,Luxury Estate,$400-800k,Continuing,1/8/20 5:36
201501704,hobbs8@msn.com,0,0,310.68,0,3,Casual Visitor,$200-400k,Continuing,1/8/20 7:10
201600768,rcol20@earthlink.net,0,328.4,0,0,0,Luxury Estate,$400-800k,Continuing,1/8/20 8:29
201500733,louv60@bellsouth.net,0,0,218.07,0,2,Casual Visitor,$200-400k,Continuing,1/8/20 11:02
201604150,bschmitt7@verizon.net,0,0,76.55,0,1,Casual Visitor,Below $100k,Continuing,1/8/20 12:44
201501826,dnorman8@me.com,0,0,82.4,0,3,Casual Visitor,$200-400k,Continuing,1/8/20 16:55
201601674,booth2@facebook.com,0,0,98.41,0,3,Casual Visitor,$200-400k,Continuing,1/8/20 17:20
201602431,e.harmon@earthlink.net,117.93,147.01,60.37,0,1,Wine Enthusiast,$400-800k,Continuing,1/8/20 17:20
201501190,adrl88@googlemail.com,0,0,426.35,0,3,Casual Visitor,$200-400k,Continuing,1/8/20 17:31
201603659,murray1@hotmail.com,0,30.1,441.46,0,3,Casual Visitor,$400-800k,Continuing,1/8/20 18:21
201501522,l.santiago@juno.com,0,0,293.91,0,3,Casual Visitor,$200-400k,Continuing,1/8/20 23:17
201601366,brooks7@mac.com,0,0,96.41,0,3,Casual Visitor,$200-400k,Continuing,1/8/20 23:46
201600200,rlogan8@aol.com,0,0,705.22,0,4,Casual Visitor,$400-800k,Continuing,1/8/20 23:53
201400040,hubbard1@hotmail.com,0,0,310.56,0,1,Wine Enthusiast,$100-200k,Continuing,1/9/20 0:15
201602538,r.calhoun@att.net,0,0,115.95,0,2,Casual Visitor,$200-400k,Continuing,1/9/20 1:14
201602703,stea48@verizon.net,0,0,90.18,0,2,Casual Visitor,$200-400k,Continuing,1/9/20 1:16
201501836,wagner9@cox.net,142.52,30.04,397.36,0,4,Casual Visitor,$400-800k,Continuing,1/9/20 1:35
201502221,lwalters7@mail.com,0,0,128.14,0,2,Casual Visitor,$100-200k,Continuing,1/9/20 1:46
201601099,cwood@me.com,493.9,0,0,0,0,Wine Enthusiast,$200-400k,Continuing,1/9/20 2:02
201603510,mjon98@yahoo.com,0,0,209.61,0,2,Casual Visitor,$100-200k,Continuing,1/9/20 2:30
201502308,gallagherw@mac.com,0,121.53,229.34,0,3,Casual Visitor,$400-800k,Continuing,1/9/20 3:02
201501866,sherman9@earthlink.net,0,0,169.75,0,1,Casual Visitor,Below $100k,Continuing,1/9/20 3:15
201600255,t.ramos@juno.com,0,67.37,443.37,0,4,Casual Visitor,$400-800k,Continuing,1/9/20 3:59
201500403,n.sherman@gmx.com,0,0,176.98,0,1,Casual Visitor,Below $100k,Continuing,1/9/20 5:26
201400187,long4@yahoo.com,0,0,27.94,0,3,Casual Visitor,$200-400k,Continuing,1/9/20 12:11
201500886,epen80@att.net,0,0,45.56,0,1,Casual Visitor,$100-200k,Continuing,1/9/20 13:30
201602505,gerc65@bellsouth.net,0,0,145.92,0,2,Casual Visitor,$200-400k,Continuing,1/9/20 14:13
201501110,e.garza@charter.net,0,187.62,0,0,0,Luxury Estate,$400-800k,Continuing,1/9/20 15:13
201601012,valdezr@comcast.net,0,186.79,0,0,0,Luxury Estate,$800-1200k,Continuing,1/9/20 17:53
201603711,nhen82@bellsouth.net,395.67,0,0,0,0,Wine Enthusiast,$100-200k,Continuing,1/9/20 20:12
201502093,b.robertson@charter.net,0,0,246.84,0,3,Casual Visitor,$200-400k,Continuing,1/9/20 20:30
201600733,mevans9@bellsouth.net,0,0,441.67,0,3,Casual Visitor,$200-400k,Continuing,1/9/20 21:09
201601995,s.perry@att.net,0,0,340.96,0,3,Casual Visitor,$200-400k,Continuing,1/9/20 22:05
201600822,johnston6@mac.com,0,41.72,45.98,0,4,Casual Visitor,$400-800k,Continuing,1/9/20 22:06
201400730,smiller@facebook.com,0,0,97.07,0,1,Casual Visitor,Below $100k,Continuing,1/9/20 22:32
201601576,foley6@mail.com,0,369.98,0,0,0,Luxury Estate,$400-800k,Continuing,1/10/20 1:44
201602745,amyt71@gmail.com,0,0,0,598.88,0,High Roller,$400-800k,Continuing,1/10/20 1:47
201500728,geop48@sbcglobal.net,0,0,171.81,0,2,Casual Visitor,$100-200k,Continuing,1/10/20 2:23
201501619,ofra61@bellsouth.net,0,276.06,0,0,0,Luxury Estate,$800-1200k,Continuing,1/10/20 3:27
201601102,frab90@hotmail.com,0,385.01,0,0,0,Luxury Estate,$400-800k,Continuing,1/10/20 7:15
201600610,emoo35@cox.net,0,0,181.93,0,1,Casual Visitor,Below $100k,Continuing,1/10/20 7:19
201601260,kkru60@earthlink.net,272.29,0,0,0,0,Wine Enthusiast,$200-400k,Continuing,1/10/20 7:21
201603947,robinson6@google.com,0,0,25.64,0,1,Casual Visitor,Below $100k,Continuing,1/10/20 8:03
201500986,fayc43@cox.net,0,0,144.31,0,2,Casual Visitor,$100-200k,Continuing,1/10/20 13:19
201600355,young5@comcast.net,0,84.63,0,0,0,Luxury Estate,$400-800k,Continuing,1/10/20 16:29
201600611,jhayes3@facebook.com,0,0,480.56,0,3,Casual Visitor,$200-400k,Continuing,1/10/20 17:22
201602192,e.barnett@msn.com,0,283.6,0,0,0,Luxury Estate,$800-1200k,Continuing,1/10/20 18:20
201602314,rpeck9@cox.net,0,0,241.46,0,2,Casual Visitor,$100-200k,Continuing,1/10/20 18:45
201502071,ewilson@gmx.com,0,0,131.82,0,3,Casual Visitor,$200-400k,Continuing,1/10/20 19:46
201601838,eshah@juno.com,231.73,0,85.99,0,1,Wine Enthusiast,$100-200k,Continuing,1/10/20 20:05
201602705,msanchez9@msn.com,0,0,295.67,0,2,Casual Visitor,$200-400k,Continuing,1/10/20 21:55
201600392,mara33@yahoo.com,0,258.66,0,0,0,Luxury Estate,$400-800k,Continuing,1/10/20 22:41
201602234,jwilliams5@facebook.com,0,0,48.08,0,1,Wine Enthusiast,$100-200k,Continuing,1/11/20 0:58
201400914,rbar70@googlemail.com,0,0,108.99,0,2,Casual Visitor,$100-200k,Continuing,1/11/20 4:04
201501104,luna7@googlemail.com,0,0,229.61,0,2,Casual Visitor,$200-400k,Continuing,1/11/20 4:19
201603925,j.simpson@mail.com,39.57,93.91,751.7,0,4,Casual Visitor,$400-800k,Continuing,1/11/20 4:22
201400864,myru85@verizon.net,0,0,304.42,0,2,Casual Visitor,$200-400k,Continuing,1/11/20 4:31
201400562,nfitzgerald@gmx.com,0,0,98.3,0,1,Casual Visitor,Below $100k,Continuing,1/11/20 4:35
201501734,cking2@charter.net,0,0,76.75,0,1,Casual Visitor,Below $100k,Continuing,1/11/20 5:10
201501319,davisd@aol.com,42.93,0,205.75,0,1,Wine Enthusiast,$200-400k,Continuing,1/11/20 5:59
201601333,j.mckay@gmail.com,0,0,24,0,1,Casual Visitor,Below $100k,Continuing,1/11/20 8:01
201600453,avery9@comcast.net,44.44,66.78,0,0,0,Wine Enthusiast,$200-400k,Continuing,1/11/20 8:14
201501779,cmatthews6@verizon.net,0,0,188.35,0,1,Casual Visitor,$100-200k,Continuing,1/11/20 10:24
201600293,austin7@cox.net,0,79.17,0,0,0,Luxury Estate,$400-800k,Continuing,1/11/20 10:51
201501251,clarke1@me.com,0,0,74.99,0,2,Casual Visitor,$100-200k,Continuing,1/11/20 10:51
201604118,jcastillo8@mail.com,320.81,0,0,0,0,Wine Enthusiast,$100-200k,Continuing,1/11/20 11:29
201500962,s.johnson@bellsouth.net,0,0,171.7,0,2,Casual Visitor,$100-200k,Continuing,1/11/20 12:02
201600662,pphi34@comcast.net,0,0,350.53,0,3,Casual Visitor,$200-400k,Continuing,1/11/20 13:31
201500462,j.flowers@hotmail.com,0,0,106.73,0,1,Casual Visitor,$100-200k,Continuing,1/11/20 13:54
201400454,leot62@att.net,0,0,95.5,0,3,Casual Visitor,$200-400k,Continuing,1/11/20 15:20
201603331,matm53@juno.com,0,0,63.88,0,1,Casual Visitor,$100-200k,Continuing,1/11/20 18:18
201602418,c.joyce@msn.com,0,0,92.88,0,1,Wine Enthusiast,$100-200k,Continuing,1/11/20 19:46
201600927,halv24@gmail.com,0,0,276.07,0,2,Casual Visitor,$200-400k,Continuing,1/11/20 19:47
201500510,robk53@bellsouth.net,0,0,435.01,0,3,Casual Visitor,$200-400k,Continuing,1/12/20 0:34
201600132,vrichards5@msn.com,0,24.81,154.85,0,3,Casual Visitor,$400-800k,Continuing,1/12/20 5:46
201604136,doconnor8@live.com,0,0,50.34,0,1,Casual Visitor,Below $100k,Continuing,1/12/20 5:58
201600571,robm20@verizon.net,0,0,705.53,0,4,Casual Visitor,$400-800k,Continuing,1/12/20 6:03
201501496,gclark6@live.com,0,0,89.84,0,3,Casual Visitor,$200-400k,Continuing,1/12/20 7:14
201600100,e.roberts@gmail.com,0,294.18,0,0,0,Luxury Estate,$400-800k,Continuing,1/12/20 7:21
201601916,plop40@att.net,0,0,387.65,0,1,Wine Enthusiast,$100-200k,Continuing,1/12/20 7:45
201400444,mhill@comcast.net,0,0,198.29,0,1,Casual Visitor,Below $100k,Continuing,1/12/20 8:26
201602458,perezd@cox.net,0,0,118.7,0,2,Casual Visitor,$200-400k,Continuing,1/12/20 8:38
201601583,salasd@sbcglobal.net,0,0,83.64,0,1,Casual Visitor,Below $100k,Continuing,1/12/20 10:20
201601956,irwinz@bellsouth.net,0,0,0,361.52,0,High Roller,$400-800k,Continuing,1/12/20 10:26
201501440,ojoh41@mac.com,0,0,100.25,0,1,Casual Visitor,Below $100k,Continuing,1/12/20 10:32
201603344,hos@facebook.com,0,90.26,0,0,0,Luxury Estate,$400-800k,Continuing,1/12/20 10:33
201601413,khubbard6@mail.com,0,0,86.38,0,2,Casual Visitor,$100-200k,Continuing,1/12/20 11:36
201502411,pamm93@gmx.com,0,0,261.44,0,1,Wine Enthusiast,$100-200k,Continuing,1/12/20 13:11
201501860,b.green@juno.com,98.97,52.01,732.13,0,4,Casual Visitor,$400-800k,Continuing,1/12/20 13:18
201500221,stonee@mail.com,0,0,129.53,0,1,Wine Enthusiast,$100-200k,Continuing,1/12/20 13:58
201604183,dstewart3@verizon.net,0,109.41,591.65,0,4,Casual Visitor,$400-800k,Continuing,1/12/20 14:39
201601245,jimg14@gmx.com,0,0,82.98,0,1,Casual Visitor,Below $100k,Continuing,1/12/20 15:00
201604039,nmckenzie1@charter.net,0,307.42,0,0,0,Luxury Estate,$400-800k,Continuing,1/12/20 16:17
201501735,gcampbell9@gmx.com,0,106.49,516.16,0,4,Casual Visitor,$400-800k,Continuing,1/12/20 17:51
201501557,benjamin7@yahoo.com,0,0,208.85,0,1,Casual Visitor,Below $100k,Continuing,1/12/20 19:55
201400183,rogm29@sbcglobal.net,301.43,0,0,0,0,Wine Enthusiast,$200-400k,Continuing,1/12/20 21:04
201603107,c.cordova@verizon.net,261.06,0,93.65,0,1,Wine Enthusiast,$200-400k,Continuing,1/13/20 0:13
201602115,p.williams@aol.com,0,0,413.68,0,3,Casual Visitor,$200-400k,Continuing,1/13/20 0:42
201400209,d.turner@verizon.net,0,0,168.68,0,1,Wine Enthusiast,$100-200k,Continuing,1/13/20 0:56
201501133,marh91@cox.net,0,76.44,91.78,0,4,Casual Visitor,$400-800k,Continuing,1/13/20 2:05
201501201,ewarner@live.com,0,0,133.47,0,1,Casual Visitor,Below $100k,Continuing,1/13/20 3:43
201500443,privera@googlemail.com,0,0,129.1,0,2,Casual Visitor,$100-200k,Continuing,1/13/20 4:35
201501242,ewatson8@gmx.com,0,108.94,522.59,0,4,Casual Visitor,$400-800k,Continuing,1/13/20 5:07
201502565,linm66@att.net,0,0,524.82,0,4,Casual Visitor,$400-800k,Continuing,1/13/20 5:31
201500973,wwashington@googlemail.com,0,0,103.35,0,1,Casual Visitor,$100-200k,Continuing,1/13/20 5:36
201603462,bsimpson@aol.com,0,0,169.58,0,1,Casual Visitor,$100-200k,Continuing,1/13/20 6:51
201603273,pand52@earthlink.net,0,132.01,0,0,0,Luxury Estate,$400-800k,Continuing,1/13/20 6:51
201501811,v.garcia@charter.net,0,0,36.89,0,2,Casual Visitor,$200-400k,Continuing,1/13/20 7:41
201500927,higgins3@sbcglobal.net,0,0,168.88,0,1,Casual Visitor,$100-200k,Continuing,1/13/20 7:44
201500850,burke8@earthlink.net,0,0,90.42,0,2,Casual Visitor,$200-400k,Continuing,1/13/20 8:08
201603454,b.combs@earthlink.net,0,0,197.12,0,3,Casual Visitor,$200-400k,Continuing,1/13/20 12:03
201602036,ramos6@verizon.net,0,0,38.6,0,1,Casual Visitor,Below $100k,Continuing,1/13/20 12:31
201600399,lbar64@att.net,0,0,68.43,0,1,Casual Visitor,$100-200k,Continuing,1/13/20 13:02
201603126,dsmi66@google.com,0,0,24,0,1,Casual Visitor,$100-200k,Continuing,1/13/20 14:44
201500297,nelj10@cox.net,0,0,199.4,0,3,Casual Visitor,$200-400k,Continuing,1/13/20 14:47
201500191,jgal73@msn.com,0,0,156.28,0,2,Casual Visitor,$100-200k,Continuing,1/13/20 15:25
201400317,econley@gmail.com,252.67,0,0,0,0,Wine Enthusiast,$100-200k,Continuing,1/13/20 16:25
